user_id,location,duration,budget,mood,preferences,poi_name,rating
21885,Manali,8,medium,Cultural,"shopping,nature",Rohtang Pass,5
21886,Pushkar,3,low,Relaxed,"urban hotspots,wildlife,food",Varaha Temple,3
21887,Amritsar,7,high,Romantic,"adventure,temples,spiritual",Jallianwala Bagh,5
21888,Manali,11,high,Adventure,"spiritual,nature,art",Hadimba Temple,5
21889,Mumbai,3,medium,Luxury,beaches,Gateway of India,5
21890,Agra,10,high,Aesthetic,"adventure,entertainment",Fatehpur Sikri,5
21891,Kolkata,13,high,Adventure,"shopping,nature,food",Victoria Memorial,5
21892,Rishikesh,8,low,Relaxed,shopping,Laxman Jhula,3
21893,Pushkar,12,high,Foodie,nature,Brahma Temple,5
21894,Andaman,9,medium,Luxury,"architecture,shopping,adventure",Havelock Island,3
21895,Udaipur,7,low,Aesthetic,"urban hotspots,architecture",Lake Pichola,5
21896,Amritsar,8,low,Luxury,adventure,Partition Museum,5
21897,Varanasi,4,high,Foodie,nature,Kashi Vishwanath Temple,4
21898,Guwahati,12,medium,Aesthetic,temples,Saraighat Bridge,4
21899,Chennai,14,medium,Foodie,art,San Thome Basilica,3
21900,Jaipur,4,medium,Aesthetic,"temples,food,adventure",City Palace,4
21901,Hampi,2,medium,Foodie,spiritual,Lotus Mahal,5
21902,Amritsar,14,low,Foodie,adventure,Jallianwala Bagh,4
21903,Hampi,14,medium,Busy,"temples,food",Matanga Hill,4
21904,Hyderabad,14,low,Busy,wildlife,Hussain Sagar Lake,4
21905,Pondicherry,12,high,Busy,"adventure,spiritual,shopping",Auroville,5
21906,Jaisalmer,9,low,Foodie,architecture,Jaisalmer Fort,3
21907,Shimla,4,high,Foodie,art,Mall Road,5
21908,Darjeeling,7,low,Foodie,"urban hotspots,history,wildlife",Batasia Loop,5
21909,Guwahati,5,high,Relaxed,"art,nature",Umananda Temple,3
21910,Pushkar,8,low,Romantic,history,Savitri Temple,3
21911,Leh,5,medium,Adventure,history,Pangong Lake,4
21912,Pondicherry,7,medium,Cultural,"beaches,temples",Botanical Garden,5
21913,Pondicherry,13,high,Foodie,"adventure,food",Paradise Beach,5
21914,Pondicherry,12,high,Relaxed,beaches,Auroville,4
21915,Mumbai,7,high,Luxury,"beaches,nature",Elephanta Caves,5
21916,Kerala,3,low,Cultural,shopping,Alleppey Backwaters,3
21917,Kolkata,8,high,Romantic,architecture,Victoria Memorial,5
21918,Pondicherry,5,medium,Relaxed,art,Auroville,3
21919,Jaisalmer,6,high,Adventure,"shopping,beaches,art",Jaisalmer Fort,3
21920,Manali,6,low,Foodie,nature,Solang Valley,5
21921,Coorg,4,medium,Cultural,"adventure,urban hotspots,entertainment",Nisargadhama,3
21922,Agra,6,high,Cultural,urban hotspots,Itmad-ud-Daulah,5
21923,Mumbai,7,medium,Romantic,"spiritual,nature,wildlife",Siddhivinayak Temple,3
21924,Agra,3,medium,Busy,"temples,beaches",Mehtab Bagh,4
21925,Mumbai,6,low,Foodie,shopping,Marine Drive,5
21926,Hampi,8,low,Romantic,"nature,spiritual,shopping",Virupaksha Temple,4
21927,Manali,13,medium,Romantic,"beaches,nature",Old Manali,3
21928,Delhi,10,medium,Foodie,adventure,India Gate,3
21929,Rishikesh,12,high,Relaxed,temples,Ram Jhula,5
21930,Delhi,6,low,Romantic,entertainment,Lotus Temple,4
21931,Coorg,9,low,Cultural,"urban hotspots,art,food",Nisargadhama,3
21932,Kerala,13,medium,Foodie,"temples,beaches",Kovalam Beach,4
21933,Guwahati,2,high,Foodie,"history,shopping,architecture",Umananda Temple,4
21934,Leh,3,high,Foodie,nature,Nubra Valley,4
21935,Hampi,6,medium,Busy,spiritual,Hampi Bazaar,3
21936,Darjeeling,6,low,Cultural,wildlife,Batasia Loop,4
21937,Mumbai,7,medium,Aesthetic,nature,Chhatrapati Shivaji Terminus,3
21938,Darjeeling,12,high,Relaxed,"wildlife,architecture,history",Batasia Loop,4
21939,Pondicherry,12,high,Busy,"art,food",Botanical Garden,5
21940,Bodhgaya,7,high,Cultural,"beaches,food",Bodhi Tree,5
21941,Shimla,14,medium,Adventure,"art,architecture,food",Mall Road,5
21942,Udaipur,2,medium,Busy,"architecture,wildlife",Jagdish Temple,4
21943,Mumbai,9,low,Cultural,"urban hotspots,temples",Elephanta Caves,4
21944,Coorg,10,medium,Aesthetic,"temples,shopping,food",Raja's Seat,5
21945,Varanasi,13,medium,Cultural,food,Ramnagar Fort,5
21946,Bodhgaya,2,medium,Romantic,"urban hotspots,architecture,wildlife",Thai Monastery,4
21947,Guwahati,9,medium,Luxury,"spiritual,nature,temples",Kamakhya Temple,4
21948,Delhi,5,high,Romantic,shopping,Lotus Temple,3
21949,Goa,4,high,Luxury,"food,adventure,temples",Baga Beach,4
21950,Hyderabad,12,low,Luxury,temples,Charminar,4
21951,Andaman,14,high,Cultural,urban hotspots,Baratang Island,4
21952,Bodhgaya,11,high,Adventure,"art,shopping,temples",Thai Monastery,3
21953,Pondicherry,11,low,Foodie,"beaches,nature,temples",Paradise Beach,5
21954,Guwahati,14,low,Foodie,"adventure,urban hotspots",Kamakhya Temple,4
21955,Hampi,9,medium,Romantic,"temples,beaches",Lotus Mahal,3
21956,Kolkata,12,medium,Romantic,"shopping,wildlife",Victoria Memorial,3
21957,Andaman,6,high,Cultural,"entertainment,architecture",Havelock Island,3
21958,Agra,14,high,Luxury,"shopping,wildlife",Mehtab Bagh,5
21959,Shimla,8,low,Adventure,"wildlife,entertainment,food",Mall Road,5
21960,Udaipur,13,low,Luxury,"entertainment,art,beaches",Lake Pichola,4
21961,Pondicherry,10,high,Aesthetic,"urban hotspots,food",Aurobindo Ashram,4
21962,Jaipur,11,low,Romantic,"beaches,history",Amber Fort,5
21963,Mumbai,4,medium,Busy,"beaches,adventure",Elephanta Caves,5
21964,Hyderabad,5,high,Relaxed,"shopping,urban hotspots,art",Golconda Fort,5
21965,Leh,7,high,Romantic,food,Magnetic Hill,3
21966,Shimla,6,high,Cultural,spiritual,Kufri,4
21967,Pushkar,2,medium,Cultural,art,Brahma Temple,4
21968,Coorg,6,high,Luxury,"beaches,entertainment",Raja's Seat,4
21969,Shimla,9,medium,Aesthetic,"beaches,food",Mall Road,4
21970,Andaman,11,low,Aesthetic,"temples,beaches",Radhanagar Beach,3
21971,Goa,7,high,Adventure,"adventure,nature",Calangute Beach,5
21972,Manali,6,medium,Relaxed,"entertainment,food,beaches",Solang Valley,3
21973,Pondicherry,6,high,Aesthetic,"history,urban hotspots,nature",Botanical Garden,5
21974,Pondicherry,10,medium,Foodie,architecture,Paradise Beach,3
21975,Goa,5,low,Busy,spiritual,Dudhsagar Falls,5
21976,Hampi,12,medium,Busy,"spiritual,temples",Virupaksha Temple,3
21977,Agra,11,high,Cultural,entertainment,Fatehpur Sikri,5
21978,Kolkata,10,high,Luxury,entertainment,Indian Museum,4
21979,Jaisalmer,4,high,Luxury,nature,Gadisar Lake,5
21980,Delhi,5,low,Relaxed,"urban hotspots,temples",India Gate,3
21981,Jaipur,4,low,Adventure,"beaches,architecture",Jantar Mantar,5
21982,Varanasi,13,low,Adventure,nature,Manikarnika Ghat,5
21983,Jaisalmer,6,high,Romantic,shopping,Patwon Ki Haveli,5
21984,Hampi,13,high,Luxury,"beaches,temples",Vijaya Vittala Temple,3
21985,Sikkim,6,high,Cultural,"food,entertainment,architecture",Tsongmo Lake,4
21986,Sikkim,7,high,Adventure,"wildlife,adventure,urban hotspots",Rumtek Monastery,4
21987,Kolkata,8,low,Relaxed,"art,adventure",Victoria Memorial,5
21988,Coorg,12,high,Aesthetic,nature,Nisargadhama,4
21989,Pondicherry,3,high,Relaxed,beaches,Auroville,5
21990,Pondicherry,5,medium,Busy,"history,nature,temples",Paradise Beach,5
21991,Goa,2,high,Luxury,"nature,wildlife,beaches",Calangute Beach,5
21992,Udaipur,3,medium,Romantic,"art,architecture",City Palace,4
21993,Guwahati,8,high,Relaxed,"beaches,temples,architecture",Kaziranga National Park,4
21994,Kolkata,8,medium,Romantic,"beaches,temples,entertainment",Indian Museum,5
21995,Sikkim,11,medium,Luxury,"adventure,shopping,history",Nathula Pass,5
21996,Hampi,14,high,Foodie,spiritual,Lotus Mahal,5
21997,Manali,11,high,Adventure,beaches,Solang Valley,5
21998,Kolkata,4,medium,Foodie,"wildlife,nature,history",Victoria Memorial,3
21999,Kerala,6,medium,Busy,urban hotspots,Wayanad,3
22000,Agra,11,low,Cultural,shopping,Agra Fort,5
22001,Agra,6,medium,Relaxed,spiritual,Agra Fort,4
22002,Leh,9,high,Relaxed,entertainment,Nubra Valley,3
22003,Pushkar,12,high,Busy,temples,Pushkar Camel Fair,4
22004,Manali,12,high,Relaxed,entertainment,Rohtang Pass,4
22005,Goa,13,medium,Adventure,"spiritual,shopping",Calangute Beach,4
22006,Delhi,14,high,Adventure,"art,temples",Qutub Minar,3
22007,Kolkata,14,low,Foodie,"spiritual,history",Howrah Bridge,4
22008,Andaman,14,medium,Romantic,urban hotspots,Havelock Island,4
22009,Varanasi,8,high,Foodie,"art,nature,adventure",Sarnath,4
22010,Agra,2,high,Aesthetic,"history,beaches,food",Mehtab Bagh,3
22011,Jaisalmer,11,medium,Adventure,"history,art",Jaisalmer Fort,4
22012,Udaipur,2,medium,Busy,"food,adventure",Jagdish Temple,4
22013,Bodhgaya,9,low,Busy,"shopping,nature",Great Buddha Statue,4
22014,Goa,3,low,Adventure,"temples,nature",Baga Beach,4
22015,Pondicherry,5,low,Aesthetic,"nature,art,spiritual",Promenade Beach,3
22016,Chennai,3,medium,Relaxed,"architecture,urban hotspots,art",Fort St. George,3
22017,Chennai,6,low,Adventure,urban hotspots,San Thome Basilica,4
22018,Amritsar,14,low,Relaxed,"nature,history",Durgiana Temple,5
22019,Jaisalmer,10,low,Cultural,temples,Salim Singh Ki Haveli,4
22020,Bodhgaya,3,high,Adventure,"entertainment,spiritual",Bodhi Tree,3
22021,Rishikesh,3,high,Cultural,"urban hotspots,entertainment",Neelkanth Mahadev Temple,3
22022,Pushkar,5,high,Aesthetic,"nature,entertainment",Pushkar Camel Fair,5
22023,Jaipur,14,medium,Aesthetic,"food,temples",City Palace,5
22024,Leh,6,medium,Romantic,"nature,architecture,adventure",Nubra Valley,4
22025,Chennai,10,medium,Cultural,"beaches,temples,wildlife",Kapaleeshwarar Temple,4
22026,Rishikesh,13,medium,Romantic,"food,beaches",Neelkanth Mahadev Temple,3
22027,Udaipur,3,low,Aesthetic,"beaches,wildlife",Saheliyon ki Bari,5
22028,Mumbai,7,medium,Relaxed,"shopping,wildlife",Elephanta Caves,5
22029,Agra,2,low,Adventure,"spiritual,shopping,architecture",Itmad-ud-Daulah,4
22030,Manali,4,medium,Aesthetic,"temples,entertainment,architecture",Hadimba Temple,4
22031,Bodhgaya,14,medium,Luxury,urban hotspots,Great Buddha Statue,5
22032,Amritsar,2,medium,Relaxed,"beaches,art",Golden Temple,3
22033,Mysore,10,high,Foodie,"food,spiritual",Mysore Palace,3
22034,Rishikesh,5,high,Adventure,"entertainment,wildlife",Beatles Ashram,5
22035,Darjeeling,7,high,Adventure,"adventure,urban hotspots",Darjeeling Himalayan Railway,4
22036,Hampi,6,medium,Relaxed,"temples,shopping",Vijaya Vittala Temple,3
22037,Darjeeling,2,medium,Foodie,"beaches,architecture,adventure",Batasia Loop,4
22038,Kolkata,6,low,Romantic,"entertainment,food",Indian Museum,3
22039,Varanasi,6,medium,Relaxed,"urban hotspots,entertainment,spiritual",Sarnath,3
22040,Coorg,8,low,Foodie,nature,Abbey Falls,3
22041,Chennai,5,medium,Foodie,"architecture,spiritual,entertainment",Marina Beach,4
22042,Leh,2,medium,Relaxed,"wildlife,spiritual",Magnetic Hill,4
22043,Udaipur,4,medium,Cultural,entertainment,Saheliyon ki Bari,3
22044,Udaipur,4,high,Cultural,"shopping,adventure",Jagdish Temple,4
22045,Varanasi,9,medium,Busy,history,Ramnagar Fort,3
22046,Rishikesh,7,medium,Luxury,entertainment,Triveni Ghat,4
22047,Agra,11,high,Luxury,"shopping,food",Itmad-ud-Daulah,5
22048,Jaipur,3,low,Aesthetic,"entertainment,history",Jantar Mantar,3
22049,Leh,8,high,Adventure,"food,beaches",Magnetic Hill,4
22050,Pondicherry,8,low,Relaxed,"entertainment,urban hotspots,wildlife",Paradise Beach,4
22051,Bodhgaya,10,low,Cultural,art,Bodhi Tree,4
22052,Kerala,2,low,Romantic,"wildlife,temples",Wayanad,4
22053,Delhi,10,low,Foodie,entertainment,India Gate,3
22054,Varanasi,6,medium,Busy,"wildlife,nature",Manikarnika Ghat,4
22055,Guwahati,7,high,Adventure,wildlife,Kaziranga National Park,5
22056,Amritsar,8,medium,Adventure,"adventure,architecture",Golden Temple,4
22057,Agra,9,medium,Luxury,"architecture,food,wildlife",Itmad-ud-Daulah,5
22058,Rishikesh,10,high,Romantic,"spiritual,food,nature",Neelkanth Mahadev Temple,3
22059,Hyderabad,7,low,Relaxed,"spiritual,urban hotspots",Charminar,4
22060,Amritsar,9,high,Luxury,nature,Jallianwala Bagh,5
22061,Manali,6,high,Busy,adventure,Solang Valley,5
22062,Delhi,12,low,Cultural,"history,shopping",India Gate,4
22063,Jaipur,12,high,Cultural,"history,shopping",Jantar Mantar,3
22064,Mysore,4,high,Foodie,"shopping,food,nature",Brindavan Gardens,3
22065,Jaipur,14,low,Aesthetic,urban hotspots,Hawa Mahal,5
22066,Kolkata,10,low,Aesthetic,spiritual,St. Paul's Cathedral,4
22067,Mysore,9,medium,Adventure,"architecture,entertainment,urban hotspots",Rail Museum,4
22068,Sikkim,9,low,Luxury,spiritual,Tsongmo Lake,3
22069,Rishikesh,6,medium,Relaxed,temples,Ram Jhula,4
22070,Rishikesh,7,high,Foodie,"wildlife,food,adventure",Ram Jhula,4
22071,Leh,9,low,Cultural,"temples,urban hotspots,art",Shanti Stupa,4
22072,Kolkata,8,medium,Adventure,"adventure,art,nature",Victoria Memorial,3
22073,Bodhgaya,9,low,Foodie,"food,history",Great Buddha Statue,4
22074,Mumbai,2,low,Luxury,"nature,architecture",Gateway of India,4
22075,Varanasi,10,low,Cultural,wildlife,Ramnagar Fort,3
22076,Leh,3,high,Foodie,spiritual,Pangong Lake,5
22077,Hyderabad,10,high,Foodie,nature,Hussain Sagar Lake,5
22078,Amritsar,14,low,Foodie,"entertainment,food",Partition Museum,5
22079,Pondicherry,12,low,Foodie,architecture,Botanical Garden,4
22080,Darjeeling,14,high,Foodie,"history,art,urban hotspots",Darjeeling Himalayan Railway,4
22081,Sikkim,2,medium,Busy,adventure,Rumtek Monastery,4
22082,Jaipur,3,low,Aesthetic,"beaches,history,shopping",Nahargarh Fort,3
22083,Leh,7,medium,Adventure,shopping,Pangong Lake,4
22084,Coorg,7,high,Cultural,nature,Madikeri Fort,5
22085,Pondicherry,6,low,Relaxed,"wildlife,spiritual",Paradise Beach,5
22086,Varanasi,6,high,Cultural,adventure,Kashi Vishwanath Temple,3
22087,Kolkata,2,high,Romantic,"architecture,history,wildlife",Indian Museum,3
22088,Mumbai,9,medium,Romantic,"beaches,entertainment",Gateway of India,5
22089,Goa,7,low,Cultural,entertainment,Baga Beach,3
22090,Amritsar,5,low,Busy,"nature,history,food",Partition Museum,4
22091,Leh,3,high,Adventure,"food,wildlife,history",Leh Palace,5
22092,Chennai,6,medium,Foodie,"urban hotspots,temples,spiritual",Fort St. George,4
22093,Pondicherry,14,low,Adventure,"art,shopping,nature",Aurobindo Ashram,5
22094,Varanasi,14,low,Foodie,art,Ramnagar Fort,5
22095,Udaipur,4,medium,Romantic,food,Lake Pichola,4
22096,Mysore,7,medium,Cultural,"history,art",Brindavan Gardens,3
22097,Leh,14,high,Relaxed,wildlife,Leh Palace,4
22098,Darjeeling,5,low,Cultural,nature,Tiger Hill,5
22099,Hampi,13,high,Foodie,"nature,urban hotspots,history",Matanga Hill,3
22100,Delhi,6,high,Foodie,"spiritual,nature,beaches",India Gate,5
22101,Bodhgaya,6,low,Relaxed,"shopping,beaches",Karmapa Monastery,3
22102,Coorg,4,low,Busy,"wildlife,adventure,temples",Raja's Seat,3
22103,Amritsar,2,medium,Foodie,"art,temples",Wagah Border,4
22104,Rishikesh,6,high,Busy,urban hotspots,Ram Jhula,5
22105,Hyderabad,10,low,Adventure,"shopping,art",Hussain Sagar Lake,4
22106,Manali,2,medium,Romantic,"urban hotspots,food",Hadimba Temple,3
22107,Sikkim,3,low,Cultural,"entertainment,temples",MG Marg,5
22108,Delhi,6,high,Cultural,"urban hotspots,spiritual",Red Fort,4
22109,Chennai,7,medium,Busy,"architecture,history,wildlife",Marina Beach,4
22110,Hampi,11,high,Aesthetic,"history,nature",Lotus Mahal,4
22111,Delhi,13,high,Cultural,"shopping,history,entertainment",Lotus Temple,4
22112,Jaipur,6,medium,Luxury,"wildlife,nature",Nahargarh Fort,4
22113,Mysore,7,medium,Adventure,"art,beaches",St. Philomena's Church,3
22114,Shimla,4,medium,Cultural,"beaches,architecture",Christ Church,5
22115,Leh,3,low,Foodie,"entertainment,adventure",Leh Palace,3
22116,Goa,14,low,Relaxed,"adventure,art",Calangute Beach,5
22117,Bangalore,13,low,Cultural,urban hotspots,Lalbagh Botanical Garden,3
22118,Jaipur,11,low,Busy,history,Nahargarh Fort,3
22119,Bangalore,4,high,Cultural,"entertainment,urban hotspots,food",Lalbagh Botanical Garden,5
22120,Kolkata,8,high,Romantic,"food,adventure,beaches",Dakshineswar Kali Temple,3
22121,Pushkar,3,medium,Relaxed,entertainment,Savitri Temple,3
22122,Darjeeling,10,medium,Busy,"wildlife,entertainment,spiritual",Darjeeling Himalayan Railway,4
22123,Mumbai,10,high,Foodie,"nature,spiritual,temples",Chhatrapati Shivaji Terminus,3
22124,Goa,13,medium,Adventure,"architecture,entertainment,spiritual",Calangute Beach,3
22125,Shimla,11,medium,Luxury,"spiritual,temples",Christ Church,4
22126,Andaman,10,medium,Romantic,art,Ross Island,3
22127,Goa,14,low,Busy,"shopping,wildlife,architecture",Calangute Beach,5
22128,Mysore,7,low,Romantic,architecture,Mysore Palace,4
22129,Goa,5,medium,Adventure,"entertainment,beaches,nature",Calangute Beach,3
22130,Jaisalmer,11,medium,Relaxed,"beaches,adventure",Sam Sand Dunes,5
22131,Jaipur,9,medium,Relaxed,"architecture,food",City Palace,5
22132,Jaisalmer,8,medium,Luxury,"spiritual,architecture",Sam Sand Dunes,4
22133,Bodhgaya,14,high,Foodie,"entertainment,art",Thai Monastery,4
22134,Hampi,8,high,Relaxed,wildlife,Vijaya Vittala Temple,4
22135,Amritsar,2,medium,Cultural,"wildlife,architecture,art",Durgiana Temple,3
22136,Jaisalmer,11,medium,Cultural,"art,urban hotspots",Sam Sand Dunes,4
22137,Varanasi,4,high,Foodie,"architecture,entertainment",Kashi Vishwanath Temple,3
22138,Shimla,9,medium,Romantic,"nature,adventure,wildlife",Mall Road,5
22139,Bangalore,8,high,Busy,entertainment,ISKCON Temple,4
22140,Goa,7,low,Romantic,history,Fort Aguada,3
22141,Coorg,5,low,Relaxed,"spiritual,art",Nisargadhama,5
22142,Kolkata,4,low,Busy,"food,urban hotspots",Howrah Bridge,5
22143,Kolkata,4,medium,Relaxed,"wildlife,history,food",Dakshineswar Kali Temple,5
22144,Sikkim,2,high,Busy,"art,nature",Enchey Monastery,5
22145,Andaman,8,medium,Adventure,architecture,Cellular Jail,5
22146,Mumbai,6,low,Busy,"history,temples",Gateway of India,3
22147,Sikkim,6,low,Aesthetic,entertainment,Enchey Monastery,4
22148,Amritsar,4,high,Adventure,"spiritual,food",Wagah Border,4
22149,Hampi,13,high,Foodie,"history,spiritual",Vijaya Vittala Temple,4
22150,Manali,6,low,Relaxed,"history,food,adventure",Jogini Falls,4
22151,Coorg,12,low,Busy,"temples,adventure,beaches",Dubare Elephant Camp,4
22152,Guwahati,3,high,Foodie,beaches,Pobitora Wildlife Sanctuary,3
22153,Leh,7,low,Adventure,urban hotspots,Pangong Lake,5
22154,Darjeeling,5,high,Adventure,entertainment,Darjeeling Himalayan Railway,4
22155,Rishikesh,3,low,Cultural,adventure,Ram Jhula,4
22156,Leh,7,high,Aesthetic,temples,Shanti Stupa,5
22157,Bangalore,10,low,Cultural,wildlife,Lalbagh Botanical Garden,3
22158,Delhi,11,high,Romantic,adventure,India Gate,4
22159,Pondicherry,10,high,Adventure,"beaches,spiritual",Botanical Garden,4
22160,Guwahati,10,low,Relaxed,entertainment,Saraighat Bridge,3
22161,Darjeeling,8,low,Foodie,"history,urban hotspots",Darjeeling Himalayan Railway,4
22162,Coorg,5,high,Relaxed,"architecture,entertainment,wildlife",Dubare Elephant Camp,4
22163,Mysore,5,high,Foodie,"adventure,architecture,urban hotspots",Brindavan Gardens,3
22164,Mysore,9,low,Adventure,"food,architecture,beaches",Chamundi Hill,4
22165,Andaman,2,low,Relaxed,"temples,food",Ross Island,5
22166,Agra,4,high,Adventure,"entertainment,history,food",Agra Fort,3
22167,Hyderabad,7,high,Aesthetic,"food,history,urban hotspots",Hussain Sagar Lake,5
22168,Agra,7,medium,Luxury,"food,shopping,architecture",Mehtab Bagh,4
22169,Darjeeling,6,low,Busy,"art,history",Peace Pagoda,5
22170,Coorg,9,medium,Aesthetic,"art,wildlife",Madikeri Fort,4
22171,Bodhgaya,6,low,Adventure,"nature,wildlife",Karmapa Monastery,3
22172,Hampi,14,medium,Aesthetic,"adventure,history,architecture",Matanga Hill,4
22173,Kolkata,4,high,Aesthetic,"beaches,food,spiritual",Dakshineswar Kali Temple,3
22174,Jaisalmer,14,low,Adventure,nature,Salim Singh Ki Haveli,3
22175,Manali,14,medium,Foodie,"art,food,spiritual",Solang Valley,5
22176,Guwahati,4,high,Romantic,"architecture,spiritual,art",Umananda Temple,4
22177,Coorg,6,high,Romantic,"history,temples",Nisargadhama,5
22178,Mysore,13,medium,Busy,"nature,shopping,spiritual",Rail Museum,4
22179,Amritsar,9,high,Romantic,"adventure,food,spiritual",Golden Temple,4
22180,Kolkata,13,high,Foodie,"architecture,beaches",Dakshineswar Kali Temple,3
22181,Leh,13,low,Relaxed,"adventure,history,entertainment",Nubra Valley,4
22182,Varanasi,5,medium,Foodie,"architecture,beaches",Kashi Vishwanath Temple,4
22183,Pondicherry,14,high,Romantic,"history,wildlife,adventure",Botanical Garden,3
22184,Udaipur,6,medium,Foodie,"spiritual,food",Lake Pichola,5
22185,Coorg,9,high,Relaxed,"history,art,beaches",Dubare Elephant Camp,4
22186,Mysore,14,low,Luxury,"shopping,history",Rail Museum,3
22187,Mysore,12,medium,Cultural,"entertainment,architecture,spiritual",Brindavan Gardens,3
22188,Mysore,8,medium,Aesthetic,adventure,St. Philomena's Church,4
22189,Jaipur,12,high,Aesthetic,"adventure,nature,temples",City Palace,4
22190,Bodhgaya,5,medium,Busy,shopping,Mahabodhi Temple,5
22191,Delhi,14,medium,Foodie,beaches,Red Fort,3
22192,Udaipur,8,high,Romantic,"beaches,spiritual,shopping",Jagdish Temple,5
22193,Udaipur,13,medium,Foodie,"architecture,history",City Palace,4
22194,Hampi,7,high,Relaxed,"shopping,architecture,nature",Virupaksha Temple,3
22195,Delhi,12,medium,Busy,"urban hotspots,food",Red Fort,4
22196,Manali,6,low,Adventure,"architecture,wildlife",Hadimba Temple,3
22197,Bodhgaya,7,high,Romantic,"art,shopping",Bodhi Tree,4
22198,Bangalore,3,low,Romantic,"art,beaches,food",Nandi Hills,3
22199,Jaipur,11,medium,Foodie,"art,nature",City Palace,4
22200,Jaisalmer,12,medium,Adventure,"urban hotspots,spiritual",Patwon Ki Haveli,3
22201,Delhi,9,low,Foodie,history,Humayun's Tomb,5
22202,Shimla,13,medium,Cultural,"temples,beaches",Jakhoo Temple,4
22203,Pondicherry,8,high,Luxury,food,Promenade Beach,3
22204,Manali,9,low,Foodie,"adventure,temples,nature",Solang Valley,3
22205,Mumbai,14,medium,Cultural,"food,art,nature",Marine Drive,5
22206,Sikkim,2,low,Cultural,"wildlife,spiritual,entertainment",MG Marg,5
22207,Delhi,2,high,Relaxed,"architecture,entertainment",Red Fort,3
22208,Darjeeling,4,medium,Romantic,"nature,wildlife,temples",Darjeeling Himalayan Railway,3
22209,Mysore,3,low,Aesthetic,temples,Rail Museum,3
22210,Hyderabad,12,medium,Cultural,"beaches,wildlife",Hussain Sagar Lake,5
22211,Coorg,12,low,Cultural,food,Dubare Elephant Camp,3
22212,Hyderabad,9,medium,Busy,"food,adventure,urban hotspots",Golconda Fort,4
22213,Mysore,8,medium,Busy,"wildlife,urban hotspots,entertainment",Chamundi Hill,3
22214,Guwahati,4,high,Relaxed,architecture,Kaziranga National Park,5
22215,Kolkata,9,low,Busy,shopping,Victoria Memorial,3
22216,Mysore,13,high,Aesthetic,"adventure,history",Chamundi Hill,3
22217,Chennai,6,low,Relaxed,"shopping,nature,temples",Kapaleeshwarar Temple,5
22218,Bangalore,11,high,Luxury,"architecture,wildlife,urban hotspots",Nandi Hills,3
22219,Manali,8,high,Romantic,"history,temples",Old Manali,5
22220,Rishikesh,4,medium,Busy,architecture,Triveni Ghat,3
22221,Manali,12,low,Cultural,"wildlife,spiritual",Jogini Falls,4
22222,Varanasi,11,medium,Adventure,"urban hotspots,food",Manikarnika Ghat,3
22223,Kerala,2,low,Foodie,"spiritual,urban hotspots,temples",Munnar,5
22224,Sikkim,8,low,Aesthetic,temples,Tsongmo Lake,3
22225,Mysore,8,medium,Romantic,art,St. Philomena's Church,4
22226,Rishikesh,13,medium,Adventure,food,Beatles Ashram,4
22227,Mysore,10,low,Busy,food,Brindavan Gardens,3
22228,Darjeeling,13,medium,Foodie,"temples,adventure",Batasia Loop,5
22229,Agra,10,low,Busy,"food,shopping,art",Fatehpur Sikri,3
22230,Udaipur,5,high,Romantic,"food,temples,entertainment",Fateh Sagar Lake,5
22231,Rishikesh,2,low,Adventure,"wildlife,architecture,beaches",Triveni Ghat,4
22232,Leh,5,low,Romantic,"adventure,art,temples",Magnetic Hill,5
22233,Goa,3,high,Luxury,beaches,Fort Aguada,3
22234,Jaisalmer,6,low,Foodie,"urban hotspots,spiritual,temples",Salim Singh Ki Haveli,5
22235,Pushkar,3,low,Cultural,"architecture,nature",Brahma Temple,5
22236,Bodhgaya,10,high,Foodie,art,Great Buddha Statue,3
22237,Mumbai,11,low,Cultural,"beaches,wildlife,urban hotspots",Gateway of India,3
22238,Delhi,12,medium,Busy,nature,Humayun's Tomb,4
22239,Goa,4,low,Luxury,"beaches,temples",Fort Aguada,3
22240,Goa,7,medium,Foodie,"temples,beaches,adventure",Baga Beach,3
22241,Goa,7,medium,Adventure,"architecture,food",Dudhsagar Falls,3
22242,Bodhgaya,7,medium,Aesthetic,"food,entertainment",Mahabodhi Temple,5
22243,Kolkata,3,medium,Cultural,"urban hotspots,food,history",Howrah Bridge,4
22244,Amritsar,3,high,Foodie,"temples,entertainment",Golden Temple,3
22245,Varanasi,6,low,Luxury,"history,nature,art",Dashashwamedh Ghat,5
22246,Andaman,2,low,Relaxed,shopping,Cellular Jail,3
22247,Delhi,9,high,Aesthetic,urban hotspots,Humayun's Tomb,5
22248,Shimla,4,low,Aesthetic,"art,wildlife",Jakhoo Temple,5
22249,Shimla,4,high,Relaxed,"beaches,art,nature",Christ Church,3
22250,Sikkim,12,high,Romantic,"entertainment,food",Rumtek Monastery,3
22251,Varanasi,6,medium,Romantic,nature,Manikarnika Ghat,5
22252,Mumbai,11,low,Aesthetic,"beaches,architecture",Siddhivinayak Temple,4
22253,Pushkar,13,low,Relaxed,entertainment,Varaha Temple,4
22254,Udaipur,11,low,Relaxed,"adventure,temples,entertainment",City Palace,5
22255,Shimla,12,low,Foodie,"art,spiritual,architecture",Christ Church,4
22256,Hyderabad,12,low,Relaxed,"temples,entertainment,art",Charminar,4
